icrf_name,ra_deg,dec_deg,dra_mas,ddec_mas,offset_mas,pa_deg,sig_a_mas,sig_d_mas,rho_icrf3,rho_gaia,x_mahalanobis,x_naive,jet_pa_deg,delpa_deg,axis_angle_deg,downstream_angle_deg
ICRF J011511.0+132446,18.79611311,13.41289494,0.1560,-1.0201,1.0319,171.31,1.1260,0.9576,0.026,0.107,1.078,1.074,,,,
ICRF J011517.0-012704,18.82124980,-1.45127146,-0.5932,0.1452,0.6107,283.75,0.1218,0.1215,-0.363,0.424,5.286,5.017,114.0,5.0,10.25,169.75
ICRF J011523.8-280455,18.84951500,-28.08200671,0.1768,-0.5108,0.5405,160.90,0.2020,0.2509,-0.133,-0.006,2.157,2.216,,,,
ICRF J011546.5-304919,18.94377291,-30.82205575,-0.0447,0.1852,0.1905,346.44,0.1912,0.2259,-0.090,0.108,0.859,0.853,,,,
ICRF J011612.5-113615,19.05217506,-11.60428735,-0.0308,-0.1601,0.1630,190.91,0.1180,0.1106,-0.187,0.427,1.447,1.470,323.0,13.0,47.91,132.09
ICRF J011748.7-211106,19.45325055,-21.18517589,-0.2820,0.2829,0.3994,315.09,0.4257,0.2756,-0.018,0.119,1.294,1.222,,,,
ICRF J011818.4+025805,19.57700727,2.96827474,0.1516,-0.0559,0.1616,110.25,0.1612,0.2763,-0.416,0.524,0.943,0.962,,,,
ICRF J011857.2-214130,19.73859241,-21.69170563,0.0434,-0.0504,0.0666,139.26,0.0757,0.0616,-0.027,0.141,1.046,1.000,309.0,23.0,10.26,169.74
ICRF J011901.2+082954,19.75530948,8.49852888,-6.6635,1.1114,6.7556,279.47,3.8030,4.3116,-0.301,0.488,2.162,1.771,,,,
ICRF J011935.0+321050,19.89583698,32.18057277,-244.1203,57.5149,250.8041,283.26,6.2994,5.2273,-0.109,0.266,44.527,40.284,,,,
ICRF J011943.6-165408,19.93185795,-16.90249247,-0.5576,-0.4854,0.7393,228.96,0.3096,0.4796,0.306,0.563,1.840,2.066,,,,
ICRF J012031.6-270124,20.13193068,-27.02351460,-3.5315,6.8843,7.7373,332.84,0.1285,0.1813,-0.299,-0.021,41.853,46.877,320.0,9.0,12.84,12.84
ICRF J012100.7-280622,20.25309161,-28.10616062,-0.0492,-0.3020,0.3060,189.26,0.2064,0.3326,-0.259,0.210,0.966,0.939,,,,
ICRF J012128.9+112700,20.37082989,11.45013980,1.3594,-0.4556,1.4337,108.53,0.1378,0.1991,-0.067,0.295,10.160,10.128,,,,
ICRF J012141.5+114950,20.42331267,11.83067034,2.2451,6.6827,7.0498,18.57,0.3680,0.2288,-0.019,0.498,30.708,29.841,17.0,20.0,1.57,1.57
ICRF J012156.8+042224,20.48692372,4.37353730,0.4453,0.1748,0.4784,68.57,0.4059,0.3393,-0.072,0.641,1.123,1.212,97.0,53.0,28.43,28.43
ICRF J012217.4-005615,20.57279148,-0.93769355,0.3837,0.1857,0.4263,64.17,0.6051,0.4680,-0.048,0.348,0.669,0.748,,,,
ICRF J012227.8-042127,20.61618886,-4.35754896,-0.7109,-0.5279,0.8855,233.40,0.1375,0.2584,-0.017,0.348,5.546,5.560,,,,
ICRF J012238.8+250231,20.66173327,25.04216465,0.0242,0.2839,0.2850,4.87,0.2493,0.1990,0.047,0.075,1.427,1.430,,,,
ICRF J012245.4+295412,20.68929183,29.90351192,-0.1592,0.4131,0.4427,338.93,0.2957,0.2770,0.003,0.062,1.614,1.586,,,,
ICRF J012245.7+140303,20.69064674,14.05092502,-0.0351,-0.4852,0.4864,184.14,0.6688,0.4180,0.034,0.296,1.161,1.162,,,,
ICRF J012302.2+304406,20.75950602,30.73525492,-0.1128,-0.2552,0.2790,203.84,0.3796,0.3711,0.114,0.212,0.708,0.749,,,,
ICRF J012343.0+261522,20.92935493,26.25622966,-0.1429,-0.3358,0.3649,203.05,0.2808,0.2637,-0.119,0.104,1.352,1.371,,,,
ICRF J012346.3-092303,20.94326934,-9.38426007,-0.4349,0.6424,0.7758,325.90,5.2167,5.2643,0.043,0.437,0.195,0.148,,,,
ICRF J012421.4-341621,21.08941389,-34.27262617,-0.2192,0.0045,0.2192,271.19,0.1551,0.3286,-0.101,-0.094,1.418,1.413,,,,
ICRF J012425.8+561851,21.10761261,56.31442068,0.6412,0.4990,0.8124,52.11,0.2188,0.2899,0.268,-0.283,3.502,3.398,,,,
ICRF J012455.8+280511,21.23282988,28.08649756,-0.6871,-0.4272,0.8091,238.13,0.2431,0.3619,0.058,0.145,2.994,3.063,,,,
ICRF J012457.3-511316,21.23913109,-51.22115766,-0.8123,4.5716,4.6432,349.92,4.5989,9.6171,0.429,-0.819,0.602,0.507,,,,
ICRF J012507.7+471803,21.28211169,47.30085724,-0.5051,-0.5203,0.7251,224.15,0.2188,0.2278,0.218,-0.211,3.154,3.248,,,,
ICRF J012518.8-254904,21.32848937,-25.81788579,0.1567,-0.2062,0.2590,142.77,0.1865,0.2531,-0.282,0.174,1.139,1.171,,,,
ICRF J012528.8-000555,21.37018268,-0.09887004,0.0762,0.5328,0.5383,8.14,0.1201,0.1798,-0.037,0.428,3.019,3.031,262.0,7.0,73.86,106.14
ICRF J012607.8+704652,21.53268175,70.78121829,-0.1464,0.9345,0.9459,351.10,0.2245,0.2248,0.035,-0.259,4.158,4.208,,,,
ICRF J012615.0-222233,21.56250689,-22.37600080,0.0546,-0.1329,0.1437,157.66,0.1114,0.2075,-0.297,0.341,0.752,0.807,,,,
ICRF J012633.8-151834,21.64121135,-15.30947680,-0.0534,-0.9005,0.9021,183.39,0.2045,0.3361,0.156,0.266,2.684,2.692,,,,
ICRF J012642.7+255901,21.67830264,25.98369449,0.1041,0.0028,0.1041,88.43,0.1269,0.1128,-0.097,0.085,0.821,0.821,,,,
ICRF J012716.3-082128,21.81796328,-8.35802689,0.4549,-0.3713,0.5872,129.22,0.1891,0.3083,-0.268,0.213,2.562,2.690,,,,
ICRF J012808.0+490105,22.03359746,49.01832933,-0.0923,0.2889,0.3033,342.29,0.1710,0.1994,0.144,0.123,1.626,1.546,,,,
ICRF J012830.5+630629,22.12735448,63.10830057,20.3368,-7.6976,21.7448,110.73,4.1114,4.6501,-0.072,-0.291,4.952,5.216,,,,
ICRF J012955.3+144647,22.48061312,14.77995459,1.0546,-0.4559,1.1490,113.38,0.2227,0.1901,-0.225,0.233,5.579,5.309,,,,
ICRF J013027.6+084246,22.61514344,8.71282551,0.8506,-0.6875,1.0937,128.95,0.5019,0.3972,-0.290,0.280,2.746,2.422,,,,
ICRF J013126.7+383439,22.86130603,38.57756137,-0.9341,-0.4709,1.0461,243.25,0.5580,0.5861,-0.026,0.267,1.719,1.857,,,,
ICRF J013241.1-080404,23.17135852,-8.06801015,1.0734,-0.1777,1.0880,99.40,0.2975,0.4975,-0.409,0.235,3.664,3.626,,,,
ICRF J013243.4-165448,23.18119776,-16.91347836,-0.7833,0.0317,0.7839,272.32,0.1274,0.1049,-0.091,0.219,6.205,6.156,244.0,8.0,28.32,28.32
ICRF J013244.1+432532,23.18386173,43.42573915,0.4572,-0.2203,0.5075,115.72,0.7148,0.4540,-0.119,-0.146,0.753,0.803,,,,
ICRF J013305.7-520003,23.27401042,-52.00109595,0.6213,-0.2912,0.6861,115.11,0.0728,0.0775,0.094,-0.128,9.082,9.328,,,,
ICRF J013324.6+242741,23.35261660,24.46147362,-0.7000,-0.2930,0.7588,247.29,0.3801,0.5559,-0.015,0.096,1.921,1.916,,,,
ICRF J013432.0-384333,23.63345892,-38.72594052,-0.1497,0.1367,0.2027,312.39,0.1174,0.3055,-0.202,-0.333,1.289,1.351,,,,
ICRF J013440.7+692510,23.66983872,69.41969431,2.2921,0.0621,2.2930,88.45,21.8667,6.9476,0.168,0.241,0.106,0.105,,,,
ICRF J013537.5-200845,23.90628918,-20.14607281,0.0899,-0.3186,0.3310,164.24,0.1142,0.1784,-0.067,0.589,2.085,1.952,,,,
ICRF J013658.5+475129,24.24414501,47.85808335,-0.0260,0.0604,0.0657,336.75,0.1081,0.0956,-0.049,-0.038,0.668,0.676,313.0,111.0,23.75,23.75
ICRF J013715.6+214544,24.31510407,21.76229758,0.5107,0.1300,0.5269,75.72,0.4859,0.3985,0.001,0.148,1.073,1.100,,,,
ICRF J013738.3-243053,24.40977686,-24.51496821,-0.1004,0.0403,0.1082,291.89,0.0852,0.0877,-0.027,0.142,1.284,1.266,,,,
ICRF J013741.2+330935,24.42208144,33.15975949,1.0573,-54.1998,54.2101,178.88,0.4184,0.7163,0.364,-0.064,82.145,75.707,,,,
ICRF J013751.0+092319,24.46289089,9.38864774,-0.4402,-0.1780,0.4748,247.98,0.4169,0.2169,-0.024,0.018,1.350,1.337,,,,
ICRF J013809.8-271127,24.54090928,-27.19109264,-0.8701,-0.6446,1.0828,233.47,0.4431,0.4174,-0.142,0.178,2.379,2.498,,,,
ICRF J013857.4-225447,24.73944021,-22.91314737,0.3330,1.0454,1.0972,17.67,0.1291,0.2542,0.013,0.348,4.689,4.854,,,,
ICRF J013941.9+175307,24.92491321,17.88543050,0.8499,-0.1677,0.8662,101.16,0.3913,0.2863,-0.066,-0.240,2.184,2.249,288.0,7.0,6.84,173.16
ICRF J013955.3-270529,24.98082732,-27.09143888,0.6491,1.6323,1.7566,21.68,0.5084,1.1679,-0.106,0.119,1.990,1.893,,,,
ICRF J013957.3+013146,24.98877407,1.52948300,-0.2058,2.8888,2.8961,355.92,0.2089,0.1753,-0.130,0.369,17.459,16.509,,,,
ICRF J014004.4-153255,25.01847999,-15.54879993,0.0181,-0.1674,0.1683,173.84,0.0951,0.1996,-0.033,0.285,0.859,0.860,,,,
ICRF J014054.6+434245,25.22776861,43.71255770,0.1942,-0.2263,0.2982,139.37,0.2303,0.2733,-0.131,-0.166,1.102,1.182,,,,
ICRF J014125.8-092843,25.35763400,-9.47879840,-0.2343,-0.3241,0.3999,215.87,0.0833,0.0810,0.010,0.356,4.394,4.890,257.0,24.0,41.13,41.13
ICRF J014133.7-020221,25.39079234,-2.03932035,-1.8765,0.3028,1.9008,279.17,1.1814,0.7031,-0.145,0.266,1.805,1.646,,,,
ICRF J014137.9-093001,25.40808208,-9.50049616,3.0674,-0.5297,3.1128,99.80,1.8918,2.6518,-0.244,0.105,1.621,1.634,,,,
ICRF J014303.1+412920,25.76326895,41.48901265,0.4507,-0.4315,0.6240,133.75,0.2224,0.2175,-0.164,-0.141,2.655,2.836,,,,
ICRF J014310.1-320056,25.79221494,-32.01573669,0.0313,-0.2772,0.2790,173.55,0.2994,0.3481,-0.252,-0.120,0.796,0.803,,,,
ICRF J014331.0+121542,25.87955118,12.26192570,-0.0481,0.1967,0.2025,346.26,0.2531,0.3111,0.063,0.165,0.682,0.660,,,,
ICRF J014433.5+270503,26.13980770,27.08419944,0.1279,0.3665,0.3882,19.24,0.2583,0.2401,-0.014,-0.104,1.644,1.605,269.0,12.0,69.76,110.24
ICRF J014503.3-273334,26.26414415,-27.55953568,0.1063,0.0011,0.1063,89.42,0.1232,0.1797,0.035,0.119,0.864,0.863,54.0,30.0,35.42,35.42
ICRF J014737.7+485937,26.90739609,48.99375293,-0.3259,-1.3611,1.3996,193.47,0.3339,0.5409,0.227,0.465,2.519,2.699,,,,
ICRF J014753.8+211539,26.97426193,21.26103518,-0.3157,-1.0090,1.0573,197.37,0.2078,0.3633,-0.072,0.087,3.219,3.166,,,,
ICRF J014824.3+385405,27.10157312,38.90145008,-0.1829,-0.3132,0.3627,210.28,0.1217,0.1607,-0.088,0.260,2.390,2.462,,,,
ICRF J014844.5+421519,27.18573486,42.25539019,0.6571,-0.4011,0.7699,121.40,0.6106,0.7885,-0.039,0.192,1.294,1.190,,,,
ICRF J014949.7+185720,27.45716229,18.95572533,4.3534,5.0111,6.6380,40.98,1.9240,1.8469,0.088,0.249,3.171,3.533,,,,
ICRF J015002.6-072548,27.51123766,-7.43013751,-0.1197,22.5599,22.5602,359.70,0.7873,1.7042,-0.110,0.316,13.289,13.239,,,,
ICRF J015002.8+264628,27.51168743,26.77446782,0.2062,0.1781,0.2725,49.18,0.4953,0.4809,-0.063,-0.019,0.565,0.557,,,,
ICRF J015106.0-173244,27.77534729,-17.54575501,0.0857,-0.1749,0.1948,153.89,0.1077,0.1822,-0.045,0.288,1.282,1.247,,,,
ICRF J015106.2+251728,27.77597443,25.29129519,0.5279,0.7223,0.8947,36.16,1.1707,0.9909,-0.047,-0.205,0.948,0.857,,,,
ICRF J015127.1+274441,27.86310905,27.74494268,0.0728,0.3922,0.3989,10.52,0.8936,0.9945,-0.259,0.094,0.397,0.403,,,,
ICRF J015136.2+545437,27.90119031,54.91046960,0.1882,-0.0864,0.2071,114.66,0.1862,0.2104,-0.034,-0.160,1.059,1.091,,,,
ICRF J015212.2+371605,28.05091648,37.26824091,0.7768,-0.2686,0.8220,109.07,0.2212,0.2647,0.087,-0.194,3.567,3.655,,,,
ICRF J015218.0+220707,28.07524601,22.11880550,0.1757,0.5138,0.5430,18.87,0.1670,0.1358,-0.073,0.060,3.879,3.927,3.0,23.0,15.87,15.87
ICRF J015232.0-141239,28.13338523,-14.21094284,0.1421,0.0432,0.1485,73.07,0.2542,0.2665,-0.133,0.298,0.565,0.582,,,,
ICRF J015233.6-294247,28.14038710,-29.71331321,-0.1339,-0.2174,0.2553,211.62,0.1633,0.3515,-0.008,0.098,1.024,1.027,,,,
ICRF J015234.5+335033,28.14406830,33.84254408,0.9492,-0.7533,1.2118,128.43,0.1968,0.2142,-0.043,-0.070,5.824,5.969,,,,
ICRF J015239.6+014717,28.16504559,1.78816211,-0.1972,0.3999,0.4458,333.75,0.2087,0.4277,0.117,0.245,1.416,1.329,,,,
ICRF J015243.1+002039,28.17979154,0.34436430,-1.2360,-0.8989,1.5283,233.97,0.8641,0.8153,-0.223,0.218,1.657,1.806,,,,
ICRF J015301.5-190656,28.25629633,-19.11574623,0.0921,-0.6186,0.6254,171.54,0.1398,0.3347,-0.283,0.207,1.860,1.962,,,,
ICRF J015310.1-331025,28.29217395,-33.17385057,-0.4264,0.2295,0.4842,298.29,0.2057,0.1503,-0.339,-0.100,2.273,2.575,,,,
ICRF J015325.8+711506,28.35771258,71.25179537,-5.9314,0.6655,5.9686,276.40,0.2763,0.2768,-0.061,-0.168,21.483,21.605,276.0,5.0,0.40,0.40
ICRF J015400.3+111354,28.50165996,11.23187208,14.2361,14.2965,20.1757,44.88,4.0934,4.2774,0.126,0.454,4.009,4.824,,,,
ICRF J015402.7+082351,28.51154269,8.39751870,-0.0570,0.4361,0.4398,352.55,0.1368,0.2229,-0.135,0.270,1.998,2.001,120.0,16.0,52.55,127.45
ICRF J015456.2+474326,28.73454119,47.72403878,-0.1305,-3.0313,3.0341,182.46,0.6200,0.5198,-0.045,-0.342,6.282,5.835,,,,
ICRF J015503.7+043830,28.76552275,4.64176353,-0.2764,0.5276,0.5957,332.35,0.3558,0.5607,-0.145,0.205,1.162,1.220,,,,
ICRF J015537.0-404842,28.90441377,-40.81176584,-22.4772,27.0861,35.1977,320.31,1.2057,1.8254,-0.256,-0.385,20.460,23.827,,,,
ICRF J015558.9+223011,28.99556383,22.50329601,0.3188,1.2793,1.3184,13.99,0.7648,0.8193,0.143,0.381,1.571,1.616,,,,
ICRF J015631.4+391430,29.13087557,39.24192319,0.3057,0.2370,0.3868,52.22,0.1661,0.2076,0.170,0.148,2.037,2.166,,,,
ICRF J015705.0+412030,29.27085492,41.34183817,9.3934,6.0216,11.1578,57.34,4.8806,4.6970,-0.754,0.247,2.168,2.313,,,,
ICRF J015734.9+744243,29.39568708,74.71200830,0.4758,-0.8384,0.9640,150.43,0.1096,0.1085,0.053,-0.118,8.864,8.865,65.0,16.0,85.43,85.43
ICRF J015856.2+130702,29.73447405,13.11742790,0.3125,-0.1721,0.3567,118.84,0.2273,0.2564,0.099,0.221,1.652,1.530,,,,
ICRF J020040.8+032249,30.17006872,3.38041867,0.1298,-0.3388,0.3628,159.04,0.2502,0.2478,-0.235,0.084,1.464,1.462,,,,
ICRF J020058.3-135617,30.24298749,-13.93832710,-2.4510,-3.2788,4.0936,216.78,2.7119,3.4040,-0.126,0.541,1.068,1.321,,,,
ICRF J020107.7-663812,30.28226673,-66.63685172,-0.4332,-0.1549,0.4600,250.32,0.2597,0.3225,-0.061,-0.047,1.761,1.735,,,,
ICRF J020157.1-113233,30.48824729,-11.54262131,0.3270,-0.4024,0.5185,140.90,0.0904,0.1822,-0.315,0.156,3.848,4.239,,,,
ICRF J020205.7+811545,30.52394407,81.26257714,-4.1612,-2.5439,4.8771,238.56,0.8521,0.6850,0.078,-0.045,6.105,6.135,,,,
ICRF J020206.8-055900,30.52860280,-5.98336718,0.2927,1.1884,1.2240,13.84,0.3018,0.3941,-0.140,0.449,3.046,3.168,,,,
ICRF J020213.6-762003,30.55705717,-76.33418415,0.1176,0.6193,0.6304,10.75,0.4273,0.4263,0.175,-0.018,1.453,1.479,,,,
ICRF J020213.8-194819,30.55769882,-19.80541407,-0.3335,-1.4088,1.4477,193.32,0.1619,0.2752,0.042,0.246,5.348,5.518,,,,
ICRF J020243.6+420516,30.68188875,42.08787028,0.1370,0.2408,0.2770,29.63,0.2044,0.2313,-0.138,0.196,1.183,1.238,,,,
ICRF J020307.8+810613,30.78279594,81.10366954,0.3737,0.3162,0.4896,49.77,0.1862,0.1537,-0.143,0.011,2.974,2.875,,,,
ICRF J020333.3+723253,30.88910399,72.54824093,0.2770,-0.0748,0.2869,105.12,0.1250,0.1564,0.056,0.014,2.276,2.268,51.0,13.0,54.12,54.12
ICRF J020344.2+304237,30.93446117,30.71051000,-0.1756,0.2872,0.3366,328.56,0.3616,0.3836,0.018,-0.152,0.847,0.892,359.0,15.0,30.44,30.44
ICRF J020346.6+113445,30.94440440,11.57928041,0.2467,-0.2970,0.3861,140.29,0.3987,0.3262,-0.172,0.088,1.149,1.101,,,,
ICRF J020346.6+541157,30.94440559,54.19934017,-1.7193,0.9642,1.9712,299.28,0.6264,0.5882,-0.004,0.283,3.693,3.197,,,,
ICRF J020405.1+400503,31.02164483,40.08430971,-1.4536,0.0142,1.4536,270.56,0.7555,0.7426,-0.162,0.086,1.931,1.924,,,,
ICRF J020454.7+440306,31.22828817,44.05191813,0.0018,0.1875,0.1875,0.56,0.2200,0.2095,-0.071,-0.036,0.896,0.895,,,,
ICRF J020455.5+364917,31.23164996,36.82166593,-0.0033,-0.1237,0.1237,181.51,0.1373,0.2070,-0.101,0.270,0.598,0.598,,,,
ICRF J020457.6-170119,31.24030972,-17.02217802,-0.1112,0.1447,0.1825,322.46,0.0795,0.0750,0.027,0.102,2.487,2.383,3.0,5.0,40.54,40.54
ICRF J020504.9+321230,31.27052234,32.20835985,-0.0223,-0.0129,0.0258,239.92,0.0944,0.0915,-0.011,0.201,0.257,0.275,334.0,197.0,85.92,94.08
ICRF J020521.3+241632,31.33884471,24.27579180,-0.7042,-0.9772,1.2045,215.78,0.3123,0.3696,0.008,0.242,3.195,3.475,,,,
ICRF J020555.5-344409,31.48129204,-34.73588331,0.2877,0.6371,0.6990,24.30,0.6349,1.7628,0.377,-0.240,0.499,0.580,,,,
ICRF J020626.0-115039,31.60868640,-11.84436786,0.0260,-0.6052,0.6057,177.54,0.1872,0.2219,-0.156,0.275,2.768,2.730,16.0,33.0,18.46,161.54
ICRF J020713.5+841119,31.80627795,84.18863416,0.0552,-0.2242,0.2309,166.16,0.1401,0.1238,-0.304,-0.097,1.812,1.854,,,,
ICRF J020715.6-385703,31.81503927,-38.95085471,-0.1175,0.5482,0.5606,347.90,0.2212,0.5899,0.550,-0.301,1.487,1.070,,,,
ICRF J020733.3-240202,31.88916371,-24.03394610,0.0441,0.2153,0.2198,11.56,0.2802,0.4503,-0.150,0.043,0.514,0.503,,,,
ICRF J020734.9+315206,31.89579000,31.86846215,0.1604,-0.0145,0.1610,95.15,0.2058,0.2343,-0.195,0.092,0.781,0.782,,,,
ICRF J020750.9-683755,31.96221524,-68.63198954,-0.6333,2.3861,2.4688,345.14,0.3812,0.8836,0.123,0.104,3.362,3.171,,,,
ICRF J020801.1-621635,32.00487966,-62.27653721,-1.0413,0.2194,1.0641,281.90,1.8738,2.2217,0.120,0.025,0.580,0.564,,,,
ICRF J020826.3-004744,32.10977462,-0.79563731,2.4887,-1.2575,2.7883,116.81,0.9263,0.6594,-0.091,-0.119,3.131,3.295,,,,
ICRF J020834.9-173934,32.14559708,-17.65963368,0.2588,-0.0986,0.2770,110.85,0.1432,0.3330,-0.311,0.162,1.824,1.832,,,,
ICRF J020908.6+293245,32.28601851,29.54604041,-1.2434,-1.9704,2.3299,212.25,0.4462,0.5667,0.259,0.288,3.963,4.456,,,,
ICRF J020930.7-043826,32.37819456,-4.64059604,0.2394,-0.2566,0.3509,136.98,0.1213,0.2278,-0.202,0.047,2.135,2.273,,,,
ICRF J020935.9+643725,32.39995037,64.62382511,-1.4019,0.7150,1.5737,297.02,0.7690,0.7139,0.099,-0.269,1.906,2.080,,,,
ICRF J020935.9+135200,32.39999302,13.86687552,1.9289,-0.3927,1.9685,101.51,0.9202,0.9423,-0.101,0.304,2.370,2.137,,,,
ICRF J020951.7+722926,32.46579336,72.49074164,-0.4899,-1.3223,1.4101,200.33,0.6834,0.6485,0.102,0.109,2.099,2.161,,,,
ICRF J021046.2-510101,32.69250175,-51.01719220,0.0064,-0.0267,0.0274,166.45,0.0456,0.0482,-0.009,-0.142,0.562,0.571,,,,
ICRF J021113.1+105134,32.80490578,10.85966633,0.2325,-0.2067,0.3111,131.63,0.0925,0.1722,-0.114,0.158,2.689,2.785,113.0,29.0,18.63,18.63
ICRF J021148.7+170722,32.95324536,17.12297806,0.6999,0.3565,0.7855,63.00,0.4799,0.5159,-0.216,0.251,1.517,1.614,,,,
ICRF J021149.7-155818,32.95733636,-15.97190169,-0.1259,-0.8357,0.8451,188.57,0.4516,0.5000,-0.119,0.117,1.678,1.694,,,,
ICRF J021222.6-174614,33.09434816,-17.77065094,0.0419,-0.4894,0.4912,175.11,0.1790,0.2887,-0.070,0.078,1.708,1.711,,,,
ICRF J021252.8+224452,33.22014536,22.74784820,-0.3002,-0.4187,0.5152,215.64,0.2115,0.3695,-0.098,0.127,1.888,1.816,,,,
ICRF J021310.5+182025,33.29387217,18.34040211,0.1818,-0.0478,0.1879,104.73,0.4770,0.4981,-0.060,0.162,0.411,0.393,,,,
ICRF J021316.6-071932,33.31946064,-7.32568685,-0.1933,-2.4138,2.4215,184.58,1.8784,1.7748,-0.178,0.695,1.745,1.364,,,,
ICRF J021416.2-614933,33.56751792,-61.82601646,-0.9754,-1.4034,1.7091,214.80,0.7993,0.6102,0.078,0.246,2.401,2.603,,,,
ICRF J021417.9+514451,33.57472691,51.74776322,5.6082,1.8464,5.9043,71.78,0.1832,0.2033,0.218,-0.017,30.946,31.937,73.0,25.0,1.22,1.22
ICRF J021440.7-211328,33.66959710,-21.22467697,-0.1055,0.6516,0.6601,350.80,0.1807,0.3777,-0.219,0.147,1.758,1.821,,,,
ICRF J021444.9+172249,33.68713685,17.38041992,-0.4813,-0.8731,0.9970,208.87,0.4590,0.4044,-0.241,0.210,2.259,2.400,,,,
ICRF J021511.5-034307,33.79794373,-3.71885960,0.4586,0.4494,0.6420,45.58,0.3010,0.5096,0.402,0.063,1.566,1.760,,,,
ICRF J021542.0-022256,33.92507203,-2.38243129,-3.1703,-6.4562,7.1926,206.15,2.1951,2.1695,0.052,0.192,3.106,3.308,,,,
ICRF J021555.0+052425,33.97921153,5.40709861,-0.1609,-0.8194,0.8350,191.11,1.4979,1.2845,-0.028,0.576,0.706,0.647,,,,
ICRF J021605.6-011803,34.02359932,-1.30094354,0.0025,-0.1261,0.1261,178.88,0.2626,0.3487,-0.169,0.031,0.362,0.362,,,,
ICRF J021612.2-010518,34.05088292,-1.08856202,0.1079,0.1624,0.1949,33.60,0.2060,0.5107,-0.211,0.042,0.673,0.613,,,,
ICRF J021638.8-101703,34.16198282,-10.28416631,-0.2886,-0.2130,0.3587,233.56,0.4195,0.4460,-0.156,0.104,0.816,0.837,,,,
ICRF J021648.1-324740,34.20077261,-32.79468076,-0.1726,-0.2307,0.2881,216.80,0.1207,0.2668,-0.111,-0.120,1.760,1.671,,,,
ICRF J021702.6-082052,34.26109299,-8.34787548,1.1406,-1.9643,2.2714,149.86,0.3305,0.3420,-0.154,-0.071,6.475,6.701,,,,
ICRF J021717.1+083703,34.32135412,8.61774962,0.0123,-0.1635,0.1639,175.71,0.0960,0.1586,-0.176,0.282,1.031,1.038,267.0,32.0,88.71,91.29
ICRF J021730.8+734932,34.37838897,73.82572826,-0.2671,0.2634,0.3752,314.60,0.1367,0.1402,-0.074,-0.075,2.615,2.711,122.0,47.0,12.60,167.40
ICRF J021748.9+014449,34.45397813,1.74713862,0.1419,-0.1588,0.2130,138.22,0.1694,0.1579,-0.020,0.323,1.574,1.309,104.0,83.0,34.22,34.22
ICRF J021754.9-012150,34.47916407,-1.36408854,2.6507,-1.1953,2.9077,114.27,6.6227,0.9900,-0.212,-0.046,1.256,1.272,,,,
ICRF J021757.2-163110,34.48853953,-16.51957592,0.1409,-0.0885,0.1664,122.13,0.1332,0.2956,-0.191,-0.003,1.066,1.099,,,,
ICRF J021907.0+012059,34.77926873,1.34996284,-0.1282,-0.2600,0.2899,206.25,0.1810,0.2046,-0.318,0.293,1.400,1.454,,,,
ICRF J021921.1-184238,34.83817400,-18.71076314,0.7391,-0.4402,0.8602,120.78,0.2733,0.3137,-0.044,0.035,3.072,3.047,,,,
ICRF J021926.6+480638,34.86115013,48.11079461,-4.5947,0.9264,4.6872,281.40,2.2529,1.7325,-0.092,-0.327,2.044,2.108,,,,
ICRF J022000.7+165228,35.00316160,16.87460815,-2.6457,2.1026,3.3794,308.48,0.5094,0.4822,-0.189,0.072,6.894,6.782,,,,
ICRF J022028.2-130519,35.11757345,-13.08862974,0.1980,-0.3718,0.4212,151.96,0.1545,0.2780,-0.054,0.011,1.819,1.852,,,,
ICRF J022035.1-215112,35.14645900,-21.85335566,-0.1526,0.2915,0.3290,332.37,0.1802,0.3985,-0.377,0.224,0.998,1.119,,,,
ICRF J022048.0+324106,35.20022085,32.68512878,0.3143,-0.1070,0.3321,108.80,0.1679,0.2116,0.065,0.144,1.997,1.939,,,,
ICRF J022053.8+094535,35.22417631,9.75977183,-0.1820,-0.3315,0.3782,208.78,0.3881,0.6489,-0.080,0.011,0.715,0.694,,,,
ICRF J022054.1-633019,35.22571307,-63.50538547,0.0957,0.1167,0.1510,39.35,0.2906,0.4937,0.580,-0.025,0.339,0.405,,,,
ICRF J022200.7-161516,35.50302095,-16.25459669,-0.1896,-1.0655,1.0822,190.09,0.4899,0.5312,-0.086,0.117,2.016,2.043,,,,
ICRF J022239.6+430207,35.66504789,43.03549967,0.0540,-0.5712,0.5738,174.60,0.0517,0.0625,-0.063,0.028,9.162,9.202,194.0,19.0,19.40,19.40
ICRF J022256.4-344128,35.73500685,-34.69131395,-1.4312,0.6080,1.5550,293.02,0.8253,1.1870,0.058,-0.081,1.774,1.808,,,,
ICRF J022311.4+425931,35.79754687,42.99205148,2.9955,1.9458,3.5720,56.99,0.5270,0.4877,0.069,0.078,6.710,6.944,,,,
ICRF J022343.7-165637,35.93234845,-16.94380502,-0.1150,0.1586,0.1959,324.05,0.1552,0.2449,-0.081,0.065,0.970,0.984,,,,
ICRF J022428.4+065923,36.11845079,6.98981710,0.1210,0.0980,0.1557,51.00,0.1238,0.1284,-0.095,0.118,1.184,1.240,,,,
